,id,member_id,loan_amnt,grade,desc
863,7307144,7013116,14750.0,E,"  Borrower added on 09/13/13 > This pays the last $8000 my other Lending Club loan (original principal was $10,800) and raises funds to re-point my house's front wall.<br>I own the house outright.  New loan principal is $30 more than my other Lending Club loan.<br>"
184,12567018,14579192,15000.0,B,  Borrower added on 03/10/14 > Requesting Home Improvement loan to:<br>replace 40 year old furnace <br>new roof<br>replace damaged fence<br>
787,12529126,14541262,25000.0,C,  Borrower added on 03/06/14 > Consolidate higher interest credit card loans<br>
58,6185226,7657374,10625.0,C,  Borrower added on 07/01/13 > debt consolidation<br>
969,10075851,11927942,15500.0,B,"  Borrower added on 12/22/13 > I need to consolidate my credit cards so that I can make one payment, which would make things a lot easier.<br>"
702,10168992,12020600,20000.0,B,  Borrower added on 01/18/14 > Credit card playoffs and some minor home improvements.<br>
140,2380286,2842889,8500.0,A,"  Borrower added on 12/11/12 > I would like to consolidate 2 credit card balances which I have been carrying for a while, and pay them off while saving on interest. This will also  free up some income for living expenses.<br>"
895,10157286,12009170,21200.0,C,  Borrower added on 12/26/13 > Debt Consolidation<br>
603,6898955,8540877,15000.0,C,"  Borrower added on 08/26/13 > This loan is to pay off my credit cards I recently have, to pay in just one monthly payment instead of trying to remember what credit card to pay at each billing cycle. Also, get my life back on track.<br>"
179,1387355,1633263,4000.0,C,  Borrower added on 06/25/12 > moving<br><br> Borrower added on 06/25/12 > Tell your story. What is your loan for?<br>
705,3637996,4590381,10050.0,C,  Borrower added on 03/01/13 > Payoff debt and have peace of mind with one monthly payment.<br>
45,6929161,8571078,18225.0,E,  Borrower added on 08/26/13 > I would like to pay off credit card debt . I have never been late paying any bills.<br>
470,1347708,1592239,12000.0,A,  Borrower added on 06/07/12 > My loan is for working capital and updated of custom software<br>
515,12355276,14347429,12000.0,B,  Borrower added on 03/11/14 > Trying to consolidate 4 credit card debt into a manageable and lower rate payment each month. I plan on paying off the loan early.<br>
415,785619,988944,8000.0,B,  Borrower added on 06/20/11 > 24 yrs. on an strong  medical field.<br/>
813,8905855,10697939,5400.0,A,  Borrower added on 11/13/13 > I've been at my current job for over 10 years. I will be using this money to payoff three credit cards saving and saving a large chunk in interest in the process.<br>
825,724563,919687,3500.0,B,  Borrower added on 04/09/11 > this is for a 18 x 52 inch above ground pool and installition costs<br/> Borrower added on 04/09/11 > for above ground pool and installtion costs<br/> Borrower added on 04/10/11 > This will be the second pool we have owned from pool co.We owned the first one 20 years ago and loved it. We are wanting another one as we do not travel or take vacations and this a great way to have fun and relax in your own yard.<br/>
689,12496349,14508481,4825.0,D,  Borrower added on 02/27/14 > My loan is consolidate bills.<br>
1032,1592462,1862241,1500.0,B,  Borrower added on 10/05/12 > CREDIT CARD CO. SOLD MY ACCOUNT TO ANOTHER INSTITUTION THAT I ALREADY HAD REALLY BAD DEALINGS WITH AND AFTER IT WAS SOLD TO THEM MY INTEREST RATE WENT UP ABOUT 5 POINTS WANT TO PAY OFF AND BE RID OF THEM FOREVER.<br>
534,1499392,1760108,20000.0,F,  Borrower added on 08/23/12 > The loan proceeds are destined to pay credit card balances related to a job change and moving the family 600 miles.<br>
678,5364998,6717181,13925.0,E,  Borrower added on 05/19/13 > This loan will help consolidate some higher interest loans and give me a reasonable payment amount. Thank you very much LC and investors.<br>
51,9655489,11507590,7500.0,B,"  Borrower added on 12/09/13 > Credit card debt that has been following me for the past 8 years, starting with living and health expenses just after college graduation. Looking forward to being free from debt with this loan! Thanks!<br>"
846,3056225,3728693,12650.0,C,  Borrower added on 02/20/13 > I would like to be able to consolidate my credit card debt into one monthly payment. This will allow me to close out all my cards and focus on being able to get out of debt a lot quicker instead of only paying a little more than monthly minimuns and ultimately saving  me more money in the long run.<br>
327,10576054,12458110,15000.0,D,"  Borrower added on 01/13/14 > I have several credit card, so instead of paying several cards at different times, I prefer to pay them off, and just have 1 payment every month.<br>Thank you<br>"
986,6522449,8074409,4950.0,C,  Borrower added on 07/30/13 > I want to paid off a credit card. I also want to repair my car and finish paying the IRS. Hopefully with this loan i will be able to balance my debts.<br>
748,6544675,8096827,32350.0,B,"  Borrower added on 07/22/13 > Credit Cards, Home Improvement<br>"
1056,10935131,12837282,10500.0,B,  Borrower added on 01/26/14 > Debt Consolidation<br><br> Borrower added on 01/26/14 > Debt Consolidation<br>
681,1194393,1435194,5000.0,A,  Borrower added on 03/15/12 > Pay off Credit Cards<br>
840,1266128,1509425,17000.0,A,"  Borrower added on 05/19/12 > I would like to pay off my credit card debt with fix rate low interest,<br>I would like to Thank a lot to all investors for help me out of debt.<br>"
968,12985826,15018019,18000.0,D,  Borrower added on 03/14/14 > I would like to consolidate my credit cards into one bill to pay them off with a managable payment and within a predetermined timeframe. My goal is to be debt free in five years.<br>
522,463412,580197,3000.0,C,  580197 added on 12/15/09 > Thank you in advance for your help in digging me out in these tough finacial times. I need this loan to pay off some credit cards that jacked up their interest rates to over 25%. Thank you<br/> 580197 added on 12/16/09 > In addition to the above I am a good borrower because I have a steady job in a growing multi-billion dollar company and will be receiving a raise in the spring along with a bonus but just need help until that comes around.<br/>
39,1279431,1522096,17600.0,D,"  Borrower added on 05/04/12 > Trying to eliminate credit card debt. Want to save money to purchase a house.<br><br> Borrower added on 05/04/12 > Looking to eliminate credit card debt in order save money for a house.<br><br>  Borrower added on 05/05/12 > With the high interest rates and amount of debt accumulated, we are only managing to pay the monthly interest with little going towards actual debt. <br>I am a hard-working, dedicated individual needing a bit of help out of the deep waters of the debt pool!<br>"
683,427765,505613,2650.0,B,"Hello All,  I am a young professional looking to artificially lower the rate on my credit card debt.  Thank you for your consideration,    -John"
178,6547231,4420325,10000.0,F,"  Borrower added on 07/23/13 > I need to pay off some of my credit cards , they are up to the limit and that it's not helping my credit score. I need somebody to help me. Thank you.<br>"
269,9187984,11019950,24000.0,A,  Borrower added on 12/11/13 > Im using this loan for debt consolidation. I always pay my bills on time and my credit history proves it. This loan will be no different. This will help me organize all my debt and eliminate many of the high APRs on my major credit cards.<br>
982,1553096,1819288,16000.0,A,  Borrower added on 09/19/12 > The proceeds from this loan will be used to pay off balances of (3) credit accounts.<br>
390,8095479,9827586,18250.0,C,  Borrower added on 10/14/13 > home improvement<br><br> Borrower added on 10/14/13 > home improvement<br>
117,5779240,7211396,24000.0,B,  Borrower added on 06/11/13 > Debt Consilidation<br>
1102,7648994,9330935,10000.0,B,"  Borrower added on 10/02/13 > To consolidate credit card balances for a much better rate. Even by paying more than the minimum payment every month, it's not reducing the principle much.<br>"
